64,1,2,1,1364,10
26,0,1,1,625,12
23,1,2,2,1200,12
30,0,2,1,707,12
32,0,2,1,2978,24
30,0,2,1,4657,15
27,0,2,1,2613,36
27,0,2,1,10961,48
53,0,3,0,7865,12
22,0,2,1,1478,9
22,0,2,0,3149,24
26,0,2,1,4210,36
51,0,1,0,2507,9
35,0,2,1,2141,12
25,0,1,1,866,18
42,0,1,1,1544,4
30,0,3,1,1823,24
23,0,0,1,14555,6
61,0,1,2,2767,21
35,1,2,1,1291,12
39,0,2,1,2522,30
29,1,2,1,915,24
51,0,2,1,1595,6
24,0,2,0,4605,48
27,1,2,1,1185,12
35,1,1,1,3447,12
25,0,2,1,1258,24
52,0,2,1,717,12
35,0,2,2,1204,6
26,0,2,1,1925,24
22,1,2,2,433,18
39,1,1,1,666,6
46,1,1,1,2251,12
24,1,2,1,2150,30
35,0,2,1,4151,24
24,0,2,1,2030,9
27,0,1,1,7418,60
35,0,1,1,2684,24
29,0,2,0,2149,12
23,1,2,1,3812,15
57,1,1,1,1154,11
27,0,2,1,1657,12
55,1,2,1,1603,24
36,0,3,0,5302,18
57,1,1,0,2748,12
32,0,1,1,1231,10
37,0,2,1,802,15
36,0,2,1,6304,36
38,1,2,1,1533,24
45,0,3,1,8978,14
25,0,2,1,999,24
32,0,2,1,2662,18
37,1,2,2,1402,12
36,0,3,0,12169,48
28,0,2,1,3060,48
34,0,1,1,11998,30
32,0,2,1,2697,9
26,1,2,1,2404,18
49,0,1,1,1262,12
32,1,2,1,4611,6
29,0,3,2,1901,24
23,0,2,2,3368,15
50,0,2,1,1574,12
49,0,1,1,1445,18
63,0,2,1,1520,15
37,0,2,1,3878,24
35,1,1,1,10722,47
26,0,2,1,4788,48
31,0,3,0,7582,48
49,1,2,1,1092,12
48,0,2,1,1024,24
26,0,2,1,1076,12
28,0,3,2,9398,36
44,1,3,0,6419,24
56,0,2,0,4796,42
46,0,3,1,7629,48
26,1,2,1,9960,48
20,1,2,2,4675,12
45,0,1,1,1287,10
43,0,2,1,2515,18
32,0,2,1,2745,21
54,1,0,1,672,6
42,1,2,1,3804,36
37,0,1,1,1344,24
49,0,2,1,1038,10
44,0,2,0,10127,48
33,0,2,1,1543,6
24,1,1,2,4811,30
33,0,1,1,727,12
24,1,2,1,1237,8
22,0,1,2,276,9
40,0,0,0,5381,48
25,0,2,1,5511,24
26,1,2,1,3749,24
25,0,1,1,685,12
29,0,1,1,1494,4
31,0,2,1,2746,36
38,0,1,1,708,12
48,1,1,1,4351,24
32,0,2,1,701,12
27,1,1,1,3643,15
28,0,3,1,4249,30
32,0,2,1,1938,24
34,0,3,0,2910,24
28,0,2,1,2659,18
36,1,2,1,1028,18
39,0,1,1,3398,8
49,0,2,2,5801,12
34,1,2,1,1525,24
31,0,2,1,4473,36
28,0,2,1,1068,6
75,0,3,0,6615,24
30,1,2,1,1864,18
24,1,3,1,7408,60
24,1,1,2,11590,48
23,0,2,2,4110,24
44,0,3,2,3384,6
23,1,1,1,2101,13
24,1,2,2,1275,15
28,0,2,1,4169,24
31,0,1,1,1521,10
24,1,2,0,5743,24
26,1,1,2,3599,21
25,0,2,2,3213,18
33,0,3,1,4439,18
37,0,1,1,3949,10
43,1,1,1,1459,15
23,0,2,1,882,13
23,1,0,2,3758,24
34,0,1,1,1743,6
32,0,2,0,1136,9
23,1,2,2,1236,9
29,1,2,1,959,9
38,0,3,1,3229,18
28,0,2,2,6199,12
46,0,2,0,727,10
23,0,1,1,1246,24
49,0,2,1,2331,12
26,0,3,1,4463,36
28,0,2,1,776,12
23,1,2,2,2406,30
61,0,2,0,1239,18
37,0,3,1,3399,12
36,1,2,1,2247,12
21,0,2,2,1766,6
25,0,0,1,2473,18
36,0,2,1,1542,12
27,0,2,1,3850,18
22,1,2,2,3650,18
42,0,2,1,3446,36
40,1,2,2,3001,18
36,0,2,1,3079,36
33,0,2,1,6070,18
23,1,2,2,2146,10
63,0,3,0,13756,60
60,1,3,0,14782,60
37,1,2,2,7685,48
34,0,2,1,2320,18
36,0,2,0,846,7
57,0,3,0,14318,36
52,1,1,1,362,6
39,0,2,1,2212,20
38,1,3,0,12976,18
25,1,2,2,1283,22
26,0,2,1,1330,12
26,0,1,1,4272,30
25,1,2,1,2238,18
21,1,2,2,1126,18
40,0,3,1,7374,18
27,0,2,1,2326,15
27,1,2,1,1449,9
30,0,3,1,1820,18
19,1,1,2,983,12
39,0,3,0,3249,36
31,1,2,1,1957,6
31,0,3,1,2406,9
32,0,2,2,11760,39
55,1,3,0,2578,12
46,0,2,1,2348,36
46,0,2,2,1223,12
43,1,1,1,1516,24
39,0,2,1,1473,18
28,0,2,1,1887,18
27,0,2,1,8648,24
27,0,1,1,802,14
43,0,2,1,2899,18
22,0,2,1,2039,24
43,0,2,1,2197,24
27,0,2,1,1053,15
26,0,3,1,3235,24
28,0,2,1,939,12
20,1,2,1,1967,24
35,0,3,1,7253,33
42,0,3,1,2292,12
40,0,1,2,1597,10
35,1,2,1,1381,24
35,0,2,1,5842,36
33,0,1,1,2579,12
23,1,2,2,8471,18
31,1,3,1,2782,21
33,1,2,1,1042,18
20,1,2,2,3186,15
30,0,2,1,2028,12
47,0,1,1,958,12
34,0,3,1,1591,21
25,1,2,1,2762,12
21,0,2,2,2779,18
29,0,2,1,2743,28
46,0,2,1,1149,18
20,0,2,1,1313,9
55,1,0,0,1190,18
74,0,1,1,3448,5
29,0,3,1,11328,24
36,0,3,0,1872,6
33,0,2,1,2058,24
25,0,2,1,2136,9
25,0,2,1,1484,12
23,0,1,2,660,6
37,1,2,1,1287,24
65,0,0,1,3394,42
26,1,0,1,609,12
39,0,3,1,1884,12
30,1,2,1,1620,12
29,0,2,1,2629,20
41,0,1,1,719,12
30,1,3,1,5096,48
41,1,1,2,1244,9
34,1,2,1,1842,36
35,0,2,1,2576,7
55,1,3,1,1424,12
61,0,2,1,1512,15
30,0,3,1,11054,36
29,1,2,1,518,6
34,0,2,1,2759,12
35,0,3,1,2670,24
31,0,2,1,4817,24
29,1,3,1,2679,24
36,0,2,2,3905,11
35,0,2,0,3386,12
27,1,2,1,343,6
32,0,2,1,4594,18
37,0,2,1,3620,36
36,0,2,1,1721,15
34,1,3,2,3017,12
38,0,2,1,754,12
34,0,2,1,1950,18
63,0,2,1,2924,24
29,1,1,2,1659,24
32,0,2,1,7238,48
26,1,2,1,2764,33
35,0,1,1,4679,24
22,0,2,2,3092,24
23,1,2,1,448,6
28,0,1,1,654,9
36,0,3,1,1238,6
33,0,2,1,1245,18
26,1,2,2,3114,18
24,0,2,1,2569,39
25,0,2,1,5152,24
39,0,1,1,1037,12
44,0,2,1,1478,15
23,1,1,1,3573,12
26,0,2,1,1201,24
57,1,2,2,3622,30
30,1,2,1,960,15
44,0,2,1,1163,12
47,0,3,1,1209,6
52,0,2,1,3077,12
62,1,2,0,3757,24
35,0,1,2,1418,10
26,0,2,2,3518,6
26,0,2,1,1934,12
42,1,3,0,8318,27
27,1,2,1,1237,6
38,0,2,1,368,6
39,0,1,2,2122,12
20,0,2,1,2996,24
29,0,3,2,9034,36
40,0,2,1,1585,24
32,0,1,1,1301,18
28,0,2,1,1323,6
27,1,2,1,3123,24
42,0,2,0,5493,36
49,0,2,1,1126,9
38,0,2,1,1216,24
24,1,2,2,1207,24
27,0,1,1,1309,10
36,0,2,1,2360,15
34,0,3,1,6850,15
28,0,2,1,1413,24
45,0,3,1,8588,39
26,0,2,1,759,12
32,0,3,0,4686,36
26,0,2,2,2687,15
20,0,2,2,585,12
54,0,2,1,2255,24
37,1,2,1,609,6
40,0,1,1,1361,6
23,1,2,2,7127,36
43,0,2,1,1203,6
36,0,2,0,700,6
44,0,2,0,5507,24
24,1,2,1,3190,18
53,0,2,0,7119,48
23,1,2,1,3488,24
26,1,1,1,1113,18
30,0,2,1,7966,26
31,1,2,1,1532,15
42,0,1,1,1503,4
31,0,2,2,2302,36
41,0,1,1,662,6
32,0,2,1,2273,36
28,1,2,2,2631,15
41,0,2,2,1503,12
26,0,2,1,1311,24
25,0,2,1,3105,24
33,0,2,2,2319,21
75,1,3,1,1374,6
37,1,2,1,3612,18
42,0,3,0,7763,48
45,1,1,1,3049,18
23,0,2,2,1534,12
60,0,2,0,2032,24
31,0,2,1,6350,30
34,0,1,1,2864,18
61,0,1,1,1255,12
43,0,2,0,1333,24
37,1,2,1,2022,24
32,0,2,1,1552,24
24,1,1,1,626,12
35,0,2,0,8858,48
23,1,2,1,996,12
45,0,1,1,1750,6
34,0,2,1,6999,48
27,0,2,1,1995,12
67,1,3,1,1199,9
22,0,2,1,1331,12
28,1,2,1,2278,18
29,1,2,1,5003,21
27,0,2,1,3552,24
31,0,1,1,1928,18
49,0,2,0,2964,24
24,0,1,2,1546,24
29,1,2,1,683,6
37,0,2,0,12389,36
37,0,3,1,4712,24
23,1,2,2,1553,24
36,0,2,1,1372,12
34,0,2,1,2578,24
41,0,2,1,3979,48
31,1,2,1,6758,48
23,1,1,2,3234,24
38,0,2,1,5954,30
26,1,3,2,5433,24
22,1,1,1,806,15
27,0,1,1,1082,9
24,1,2,1,2788,15
27,1,2,1,2930,12
33,1,2,1,1927,24
27,0,2,1,2820,36
27,0,1,1,937,24
30,0,2,1,1056,18
49,0,1,1,3124,12
26,1,2,2,1388,9
33,0,1,2,2384,36
52,1,3,0,2133,12
20,1,2,2,2039,18
36,0,2,2,2799,9
21,0,1,1,1289,12
47,0,1,1,1217,18
60,0,2,1,2246,12
58,1,1,1,385,12
42,1,2,2,1965,24
36,1,1,1,1572,21
20,1,1,2,2718,24
40,0,3,1,1358,24
32,1,1,1,931,6
23,1,2,2,1442,24
36,0,1,1,4241,24
31,0,2,1,2775,18
32,0,2,0,3863,24
45,1,2,1,2329,7
30,1,2,1,918,9
34,1,1,0,1837,24
28,1,3,1,3349,36
23,1,2,1,1275,10
22,0,2,1,2828,24
74,0,3,1,4526,24
50,1,2,0,2671,36
33,0,2,1,2051,18
45,0,2,0,1300,15
22,1,2,1,741,12
48,1,1,0,1240,10
29,1,2,1,3357,21
22,1,2,2,3632,24
22,1,2,1,1808,18
48,0,3,1,12204,48
27,0,3,0,9157,60
37,0,2,2,3676,6
21,1,2,2,3441,30
49,0,1,1,640,12
27,0,2,1,3652,21
32,0,2,1,1530,18
38,0,2,1,3914,48
22,1,2,2,1858,12
65,0,2,0,2600,18
35,0,2,1,1979,15
41,0,2,1,2116,6
29,0,2,1,1437,9
36,0,2,1,4042,42
64,0,1,1,3832,9
28,1,2,1,3660,24
44,0,2,1,1553,18
23,0,2,1,1444,15
19,1,2,2,1980,9
25,1,1,1,1355,24
47,0,2,1,1393,12
28,1,2,1,1376,24
21,0,2,1,15653,60
34,1,2,1,1493,12
26,0,2,1,4370,42
27,1,0,1,750,18
38,0,1,1,1308,15
40,0,3,1,4623,15
33,0,2,1,1851,24
32,0,3,1,1880,18
27,0,2,2,7980,36
32,0,2,1,4583,30
26,1,2,1,1386,12
38,0,2,0,947,24
40,0,1,2,684,12
50,0,3,0,7476,48
37,0,1,1,1922,12
45,0,2,1,2303,24
42,0,3,1,8086,36
35,0,2,1,2346,24
22,0,2,0,3973,14
41,0,1,1,888,12
37,0,2,1,10222,48
28,1,2,1,4221,30
41,0,2,1,6361,18
23,0,2,2,1297,12
23,0,2,1,900,12
50,0,2,1,2241,21
35,0,3,1,1050,6
50,1,1,1,1047,6
27,0,3,1,6314,24
34,0,2,1,3496,30
27,1,2,1,3609,48
43,0,2,2,4843,12
47,0,2,1,3017,30
27,0,1,1,4139,24
31,0,2,1,5742,36
42,0,3,1,10366,60
24,0,2,1,2080,6
41,0,1,1,2580,21
26,1,3,2,4530,30
33,0,2,1,5150,24
24,0,2,1,5595,72
64,0,1,2,2384,24
26,1,2,1,1453,18
56,1,2,1,1538,6
37,0,2,0,2279,12
33,0,2,1,1478,15
47,0,2,0,5103,24
31,0,1,1,9857,36
34,0,2,0,6527,60
27,0,2,1,1347,10
30,0,2,0,2862,36
35,0,2,1,2753,9
31,0,2,1,3651,12
25,0,2,1,975,15
25,1,1,1,2631,15
29,0,2,1,2896,24
44,0,1,1,4716,6
28,0,2,1,2284,24
50,0,2,2,1236,6
29,0,2,1,1103,12
38,1,0,1,926,12
24,0,2,1,1800,18
40,0,3,2,1905,15
29,1,1,2,1123,12
46,0,2,0,6331,48
47,1,2,0,1377,24
41,0,2,1,2503,30
32,1,2,1,2528,27
35,1,2,0,5324,15
24,0,2,1,6560,48
25,1,2,2,2969,12
25,1,2,1,1206,9
37,0,1,1,2118,9
32,0,3,1,629,18
35,1,2,0,1198,6
46,0,3,1,2476,21
25,0,1,1,1138,9
27,0,3,1,14027,60
63,0,2,1,7596,30
40,0,2,1,3077,30
32,0,3,0,1505,18
31,0,2,1,3148,24
31,0,2,1,6148,20
34,0,3,1,1337,9
24,1,2,2,433,6
24,1,1,1,1228,12
66,1,1,1,790,9
21,1,2,2,2570,27
41,1,1,1,250,6
47,0,1,1,1316,15
25,1,2,2,1882,18
59,1,2,2,6416,48
36,0,2,1,1275,24
33,0,2,1,6403,24
21,0,1,2,1987,24
44,1,1,1,760,8
28,1,2,2,2603,24
37,1,2,1,3380,4
29,1,0,1,3990,36
23,1,3,2,11560,24
35,0,1,1,4380,18
45,0,3,1,6761,6
26,1,1,2,4280,30
32,0,2,1,2325,24
23,0,1,1,1048,10
41,0,2,1,3160,21
22,0,2,1,2483,24
30,0,3,1,14179,39
28,0,1,1,1797,13
23,1,2,2,2511,15
37,1,1,1,1274,12
26,0,2,1,5248,21
33,0,2,1,3029,15
49,1,2,1,428,6
23,1,1,1,976,18
23,1,1,2,841,12
25,1,2,1,5771,30
55,0,2,0,1555,12
32,1,2,2,1285,24
74,0,0,1,1299,6
39,0,2,0,1271,15
31,0,2,1,1393,24
35,0,2,1,691,12
59,1,2,1,5045,15
24,1,2,2,2124,18
24,0,1,1,2214,12
30,0,3,0,12680,21
27,0,2,1,2463,24
40,0,1,1,1155,12
31,0,1,1,3108,30
31,1,2,2,2901,10
28,0,2,2,3617,12
63,0,1,1,1655,12
26,1,2,2,2812,24
25,1,3,1,8065,36
36,0,3,1,3275,21
52,0,2,1,2223,24
66,0,0,0,1480,12
25,1,2,2,1371,24
37,0,2,1,3535,36
25,1,2,1,3509,18
38,0,3,1,5711,36
67,1,2,1,3872,18
25,0,2,1,4933,39
60,0,2,1,1940,24
31,0,1,1,1410,12
23,1,1,1,836,12
60,0,3,1,6468,20
35,0,1,1,1941,18
40,0,2,1,2675,22
38,0,2,1,2751,48
50,0,2,0,6224,48
27,0,2,1,5998,40
39,1,2,1,1188,21
41,0,3,1,6313,24
27,0,2,1,1221,6
51,0,2,0,2892,24
32,0,2,2,3062,24
22,1,2,2,2301,9
51,0,2,0,7511,18
22,1,1,2,1258,12
54,0,2,1,717,24
35,0,0,1,1549,9
54,0,2,0,1597,24
48,1,1,2,1795,18
24,1,2,1,4272,20
35,0,2,1,976,12
24,1,0,2,7472,12
24,0,2,1,9271,36
26,0,1,1,590,6
65,0,2,1,930,12
55,0,3,0,9283,42
26,1,0,2,1778,15
26,0,2,1,907,8
28,0,1,1,484,6
24,0,2,1,9629,36
54,0,2,1,3051,48
46,0,2,0,3931,48
54,1,2,2,7432,36
62,0,2,1,1338,6
24,1,2,2,1554,6
43,0,3,1,15857,36
26,0,2,1,1345,18
27,0,2,1,1101,12
24,0,2,1,3016,12
41,0,2,1,2712,36
47,0,1,1,731,8
35,0,3,1,3780,18
30,0,2,1,1602,21
33,1,2,2,3966,18
36,0,2,1,4165,18
47,0,2,0,8335,36
38,0,2,0,6681,48
44,0,2,1,2375,24
23,1,2,2,1216,18
29,0,2,2,11816,45
42,1,2,1,5084,24
25,1,1,1,2327,15
48,0,2,1,1082,12
21,1,2,1,886,12
23,1,1,2,601,4
63,0,2,1,2957,24
46,0,2,1,2611,24
29,0,2,1,5179,36
28,0,1,1,2993,21
23,1,2,1,1943,18
50,0,2,1,1559,24
47,0,2,1,3422,18
35,0,2,1,3976,21
68,0,2,2,6761,18
28,0,2,1,1249,24
59,0,2,1,1364,9
57,0,1,1,709,12
33,0,2,2,2235,20
43,0,2,1,4042,24
35,0,2,0,1471,15
32,0,1,0,1442,18
45,0,2,1,10875,36
33,0,2,1,1474,24
40,1,2,1,894,10
28,0,2,0,3343,15
29,1,2,1,3959,15
26,0,2,2,3577,9
27,0,2,1,5804,24
28,0,2,1,2169,18
35,1,2,1,2439,24
32,0,1,1,4526,27
25,0,1,2,2210,10
20,1,2,2,2221,15
27,1,2,1,2389,18
42,0,2,1,3331,12
37,0,2,1,7409,36
24,1,2,2,652,12
40,1,2,1,7678,36
46,0,2,1,1343,6
26,0,2,1,1382,24
24,1,2,1,874,15
29,0,1,1,3590,12
40,1,2,1,1322,11
36,0,3,0,1940,18
28,0,2,1,3595,36
27,0,3,0,1422,9
36,0,2,1,6742,30
38,0,3,1,7814,24
48,0,2,0,9277,24
36,0,2,1,2181,30
65,1,0,1,1098,18
43,0,2,1,4057,24
53,1,2,1,795,12
34,0,2,1,2825,24
23,0,2,1,15672,48
34,0,3,1,6614,36
40,0,2,2,7824,28
43,0,3,1,2442,27
46,0,2,1,1829,15
38,0,1,1,2171,12
34,0,2,1,5800,36
29,0,2,1,1169,18
31,0,3,1,8947,36
28,1,3,2,2606,21
35,1,2,1,1592,12
33,1,1,2,2186,15
42,0,2,1,4153,18
43,0,2,2,2625,16
44,0,2,1,3485,20
42,0,2,0,10477,36
40,0,2,2,1386,15
36,0,3,1,1278,24
20,0,3,2,1107,12
24,0,1,1,3763,21
27,0,2,1,3711,36
46,1,1,1,3594,15
33,1,1,1,3195,9
34,1,2,1,4454,36
25,1,1,1,4736,24
25,1,2,1,2991,30
28,0,2,1,2142,11
31,0,2,2,3161,24
32,1,3,1,18424,48
32,0,2,1,2848,10
68,0,3,1,14896,6
33,0,2,1,2359,24
39,0,3,2,3345,24
28,1,2,1,1817,18
37,0,3,1,12749,48
22,1,2,2,1366,9
30,0,2,2,2002,12
55,0,2,1,6872,24
46,0,2,1,697,12
21,1,2,2,1049,18
39,0,2,0,10297,48
58,0,2,1,1867,30
43,0,1,1,1344,12
24,0,1,1,1747,24
22,1,2,1,1670,9
30,0,2,1,1224,9
42,0,2,1,522,12
23,1,2,1,1498,12
30,0,3,1,1919,30
28,1,1,1,745,9
30,0,3,2,2063,6
42,0,2,0,6288,60
46,0,3,1,6842,24
45,0,3,1,3527,12
31,0,1,1,1546,10
31,0,2,1,929,24
42,0,1,1,1455,4
46,1,2,2,1845,15
30,1,2,1,8358,48
30,0,2,0,3349,24
38,0,3,1,2859,12
43,0,1,1,1533,18
31,0,2,1,3621,24
40,0,0,1,3590,18
24,0,2,1,2145,36
28,1,2,2,4113,24
26,1,3,1,10974,36
29,1,2,1,1893,12
57,1,3,2,1231,24
49,0,1,1,3656,30
37,0,1,1,1154,9
45,0,1,1,4006,28
30,0,2,0,3069,24
30,0,2,2,1740,6
47,0,2,1,2353,21
29,0,2,1,3556,15
35,0,2,1,2397,24
22,0,1,1,454,6
26,1,2,1,1715,30
23,0,1,1,2520,27
54,1,3,2,3568,15
29,0,2,2,7166,42
40,0,1,1,3939,11
22,0,2,1,1514,15
43,0,1,1,7393,24
29,1,0,2,1193,24
36,0,2,2,7297,60
33,1,2,1,2831,30
57,1,1,1,1258,24
64,1,2,1,753,6
42,0,2,1,2427,18
47,0,1,1,2538,24
25,0,2,2,1264,15
49,0,2,1,8386,30
33,0,3,2,4844,48
28,1,3,1,2923,21
26,0,2,1,8229,36
30,0,1,1,2028,24
25,1,2,2,1433,15
33,0,2,1,6289,42
64,1,2,1,1409,13
29,0,3,0,6579,24
48,0,1,1,1743,24
37,0,1,1,3565,12
34,0,1,1,1569,15
23,0,1,2,1936,18
30,0,3,1,3959,36
50,0,2,1,2390,12
31,1,1,1,1736,12
40,0,3,1,3857,30
38,0,2,1,804,12
23,0,2,0,1845,45
27,0,2,1,4576,45
